Scholar ID,Gender,Black or African American,Hispanic or Latinx,Native Hawaiian or Pacific Islander,Asian,American Indian or Alaska Native,White,Family Income,Family Size,Federal Poverty Level Percentage,First Generation College Student,High School,High School Graduation Year,HS Unweighted GPA,HS Weighted GPA,Class Rank,Class Size,SAT Math,SAT Critical Reading,SAT Total,Scholar Status,Scholar Secondary Status,Last Renewal Date,Cohort,SA Cohort,Completed SA as Junior,Completed SA as Senior,# SA Cohorts,SA Chemistry,SA Computer Science,Scholar College,College Forbes Ranking,College Forbes Ranking 2018,Intended Major,Intended Major STEM?,College Graduation Year,# Years of College,# of College Terms,Current Major,Current Major Category,Current Major STEM?,Reported Total GPA,GPA - Freshman Year,GPA - Sophomore Year,GPA - Junior Year,GPA - Senior Year,GPA - Super Senior,College Degree Earned Type,Estimated Student Loans at Graduation,6 Months Post College: Employment Status,6 Months Post College: Graduate School
a013900001WUdba,Male,0,1,0,0,0,0,0,2,0,1,Benjamin Franklin High School,2016,3.8,4.04,5,191,540,480,1530,Current Scholar,,2019 Spring,2016,,1,0,1,0,0,"California State Polytechnic University, Pomona",349,301,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.: Business Administration, Management and Operations.",0,2020,4,7,"Business Administration, Management and Operations.",Business,0,2.69,,,,,,,,,
a017000001JTOn4,Female,0,1,0,0,0,0,24109,5,82,1,Carson High School,2012,,3.8,,,550,490,1540,Scholar Alumni,,2016 Spring,2012,2012,0,1,1,0,0,"California State Polytechnic University, Pomona",349,301,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.: Business Administration, Management and Operations.",0,2016,4,12,Technological Operations Management,Business,0,3.56,2.9,3.23,3.66,,,B.S.,"10,000-19,999","Employed, full-time",No
a013900001XjQ2s,Male,0,1,0,0,0,0,32038,5,109,1,Los Angeles Center Enriched Studies,2018,3.811,4.036,33,224,610,670,1280,Current Scholar,,2019 Fall,2018,2017,1,0,1,0,0,"California State Polytechnic University, Pomona",349,301,ENGINEERING.,1,2022,4,2,"Aerospace, Aeronautical and Astronautical Engineering.",Engineering,1,3.52,,,,,,,,,
a017000001JTOnd,Male,0,1,0,0,0,0,,,0,1,John Marshall High School,2012,,0,,,500,500,1500,Scholar Alumni,,2016 Spring,2012,2012,0,1,1,0,0,"California State Polytechnic University, Pomona",349,301,ENGINEERING.: Civil Engineering.,1,2016 W,3.5,13,Civil Engineering,Engineering,1,3.14,3.41,3.41,3.4,,,B.S.,,,
a017000001JTPA0,Male,1,0,0,0,0,0,36621,3,176,0,Pasadena High School,2014,,3.64,,,670,620,1870,Current Scholar,,2019 Fall,2014,,0,0,0,0,0,"California State Polytechnic University, Pomona",349,301,"ENGINEERING.: Aerospace, Aeronautical and Astronautical Engineering.",1,2020,6,11,Civil Engineering.,Engineering,1,2.95,,,,,,,,,
a013900001YJJhO,Male,0,0,0,1,0,0,30796,3,148,1,Eagle Rock High School,2018,3.694,3.844,,,600,610,1210,Current Scholar,Summer Academy,2019 Fall,2018,2017,1,1,2,0,1,"California State Polytechnic University, Pomona",349,301,ENGINEERING.: Computer Engineering.,1,2022,4,2,Computer Engineering.,Engineering,1,3.17,,,,,,,,,
a013900001WU5e7,Female,0,1,0,1,0,0,125324,6,371,1,California Academy Of Mathematics And Science,2016,3.82,4.11,,164,670,510,1790,Current Scholar,,2019 Fall,2016,,0,0,0,0,0,"California State Polytechnic University, Pomona",275,301,ENGINEERING.: Electrical and Electronics Engineering.,1,2020,4,6,Electrical and Electronics Engineering,Engineering,1,3.58,,,,,,,,,
a017000001JTPBv,Female,0,0,0,0,0,0,35000,4,139,1,Benjamin Franklin High School,2013,,3.9,,,640,470,1660,Scholar Alumni,,2019 Spring,2013,,0,0,0,0,0,"California State Polytechnic University, Pomona",349,301,ENGINEERING.: Engineering.,1,2018,5,15,Electrical Engineering,Engineering,1,3.27,3.6,3.9,,,,,,,
a017000001JTPB4,Female,0,0,1,1,0,0,10600,5,36,0,Carson High School,2013,,4.15,,,640,610,1880,Scholar Alumni,,2017 Spring,2013,,0,0,0,0,0,"California State Polytechnic University, Pomona",349,301,ENGINEERING.: Civil Engineering.,1,2017,4,10,General Civil Engineering,Engineering,1,3.72,3.84,3.3,,,,B.S.,,,
a017000001JTPB8,Female,0,0,0,1,0,0,25290,3,122,1,California Academy Of Mathematics And Science,2013,,3.63,,,,,,Scholar Alumni,,2018 Fall,2013,,0,0,0,0,0,"California State Polytechnic University, Pomona",349,301,"ENGINEERING.: Aerospace, Aeronautical and Astronautical Engineering.",1,2018,5,15,Industrial Engineering.,Engineering,1,2.95,2.63,2.46,,,,,,,
a017000001P6W4N,Male,0,1,0,0,0,0,22381,2,136,1,Manual Arts Senior High School,2014,,3.9,,,400,400,1200,Current Scholar,,2019 Fall,2014,,1,0,1,0,0,"California State University, Long Beach",339,286,VISUAL AND PERFORMING ARTS.: Film/Cinema/Video Studies.,0,2020,6,10,Journalism.,Communication/Journalism,0,2.51,2,,,,,,,,
a017000001Q7n1v,Male,0,1,0,0,0,1,55000,6,163,1,Lawndale High School,2015,,4.117,31,618,600,510,1560,Scholar Alumni,,2019 Spring,2015,2015,1,1,2,1,0,"California State University, Long Beach",339,286,COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERVICES.: Computer Science.,1,2019,4,7,Computer Science,Computer Science,1,3.45,,,,,,B.S.,No Student Loans,,
a013900001YINqj,Male,0,1,0,0,0,0,34140,5,116,1,California Academy Of Mathematics And Science,2018,3.52,3.63,,168,740,560,1300,Current Scholar,Summer Academy,2019 Spring,2018,2017,1,1,2,0,1,"California State University, Long Beach",339,286,COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERVICES.: Computer Science.,1,2022,4,1,Computer Science.,Computer Science,1,2.39,,,,,,,,,
a013900001c2jvu,Female,1,0,0,0,0,0,54557,,107,0,Rancho Dominguez Preparatory School,2018,3.952,4.027,8,159,640,550,1190,Current Scholar,Summer Academy,2019 Spring,2018,,0,1,1,0,1,"California State University, Long Beach",339,286,ENGINEERING.,1,2022 W,3.5,1,Mechanical Engineering.,Engineering,1,3.7,,,,,,,,,
a017000001Q8JAa,Male,0,1,0,0,0,0,9000,4,36,1,Middle College High School,2015,,3.889,5,95,590,650,1760,Current Scholar,,2019 Fall,2015,2015,1,1,2,0,0,"California State University, Long Beach",339,286,ENGINEERING.: Engineering.,1,2020 W,4.5,9,Aerospace Engineering,Engineering,1,2.94,,,,,,,,,
a017000001JTPEw,Male,0,1,0,0,0,0,48192,6,143,0,Cathedral High School,2014,,4,,,560,460,1530,Scholar Alumni,,2018 Spring,2014,2014,1,1,2,0,0,Saint Mary's College of California,228,283,MATHEMATICS AND STATISTICS.: Computational and Applied Mathematics.,1,2018,4,10,Environmental Economics,Social Sciences,0,3.24,,,,,,,,,
a013900001c2j3M,Male,1,0,0,0,0,0,63534,3,306,1,Brookline High,2014,,0,,,630,520,1680,Current Scholar,,2019 Spring,2014,2014,0,1,1,0,0,University of South Florida,324,266,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.: Business Administration, Management and Operations.",0,2019,5,5,"Business Administration, Management and Operations.",Business,0,3.29,,,,,,,,,
a013900001c2j32,Female,1,1,0,0,0,0,55000,3,265,1,John D O'Bryant School Of Mathematics And Science,2017,3.3,3.7,,,550,,1130,Current Scholar,Break/Suspension,2018 Fall,2017,,1,0,1,0,0,Wheaton College (MA),244,251,NATURAL RESOURCES AND CONSERVATION.: Environmental Science.,1,2021 W,3.5,2,"N/A, ,",Undeclared,1,2.2,,,,,,,,,
a013900001XREfE,Male,0,1,0,0,0,0,33338,4,133,1,Verbum Dei High School,2017,3.5,3.75,5,60,540,560,1100,Current Scholar,,2019 Spring,2017,,1,0,1,0,0,Saint John's University (MN),217,249,PHYSICAL SCIENCES.: Physics.,1,2021,4,3,Physics.,Physical Sciences,1,2.73,,,,,,,,,
a013900001XRZuD,Male,1,0,0,0,0,0,36409,2,221,1,Verbum Dei High School,2017,3.35,3.54,,,510,520,1030,Current Scholar,,2019 Fall,2017,,1,0,1,0,0,Saint John's University (MN),217,249,SOCIAL SCIENCES.: Sociology.,0,2021,4,4,Social Science,Social Sciences,0,3.28,,,,,,,,,
a017000001JTOp4,Male,0,1,0,0,0,0,28213,4,112,1,Verbum Dei High School,2014,,3.28,,,410,520,1440,Scholar Alumni,,2018 Spring,2014,2014,0,1,1,0,0,Saint John's University (MN),217,249,PSYCHOLOGY.: Psychology.,0,2018,4,8,Theology Major; Psychology Major,Theology and Religion,0,3.2,3.17,,,,,,,,
a017000001Q8JGd,Male,1,0,0,0,0,0,53426,6,158,1,Verbum Dei High School,2015,,3.26,13,70,430,520,1390,Current Scholar,,2019 Spring,2015,,0,0,0,0,0,Saint John's University (MN),217,249,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.: Business Administration, Management and Operations.",0,2019,4,7,Cinematography and Film/Video Production.,Visual and Performing Arts,0,2.71,,,,,,,,,
a017000001JTOow,Female,0,1,0,0,0,0,13140,4,52,1,St. Mary's Academy,2014,,4.33,,,560,670,1890,Scholar Alumni,,2018 Spring,2014,2014,0,1,1,0,0,Marist College,220,235,COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERVICES.: Computer Science.,1,2018,4,7,Information Technology and Systems; Spanish,Computer Science,1,3.85,3.713,,,,,,,,
a017000001JTP4M,Female,0,1,0,0,0,0,,,0,1,Theodore Roosevelt High School,2012,,3.46,,,400,400,1260,Scholar Alumni,,,2012,,0,0,0,0,0,Marist College,220,235,UNDECLARED.: Undeclared.,0,2016,4,8,English: Writing Concentration,English,0,3.1,2.906,2.957,3.34,,,B.A.,,,
a017000001JTPEm,Male,0,0,0,0,0,0,98739,4,393,0,Cathedral High School,2014,,3.7,,,600,560,1690,Scholar Alumni,,2018 Spring,2014,2014,1,1,2,0,0,College of Wooster,245,229,"COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS.: Communication and Media Studies.",0,2018,4,7,Biochemistry/Chemistry,Biology,1,3.6,,,,,,B.A.,"More than 30,000",,
a013900001WSyPi,Female,1,0,0,0,0,0,35932,3,173,1,St. Mary's Academy,2016,,3.89,,,610,490,1600,Current Scholar,,2019 Fall,2016,,0,0,0,0,0,San Diego State University,216,219,COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERVICES.: Computer Science.,1,2020 W,3.5,6,Computer Science.,Computer Science,1,2.75,,,,,,,,,
a013900001c2j36,Female,0,0,0,1,0,0,65000,4,259,1,Boston Collegiate Charter School,2017,3.7,4.3,2,71,,,,Current Scholar,,2019 Fall,2017,,1,0,1,0,0,Northeastern University,241,217,BIOLOGICAL AND BIOMEDICAL SCIENCES.: Neuroscience.,1,2021,4,5,Neuroscience.,Biology,1,3.44,,,,,,,,,
a013900001c2j1Y,Female,0,0,0,1,0,0,49246,5,167,1,Boston Latin School,2018,3.61,3.61,,,,,,Current Scholar,,2019 Spring,2018,,0,0,0,0,0,Northeastern University,241,217,ENGINEERING.,1,2023,5,1,Chemical and Biomolecular Engineering.,Engineering,1,3.04,,,,,,,,,
a013900001c2j2f,Female,1,0,0,0,0,0,35859,4,143,1,TechBoston Academy,2017,3.8,4.86,1,130,560,,1150,Current Scholar,,2019 Spring,2017,,1,0,1,0,0,Northeastern University,241,217,ENGLISH LANGUAGE AND LITERATURE/LETTERS.: Creative Writing.,0,2022,5,3,English Literature (British and Commonwealth).,English,0,3.59,,,,,,,,,
a013900001c2j3J,Female,0,1,0,0,0,0,23112,3,111,1,East Boston High School,2017,4,5.2,,,600,,1190,Current Scholar,,2019 Fall,2017,,1,0,1,0,0,Northeastern University,241,217,UNDECLARED.: Undeclared.,0,2021,4,4,Health Science,Health Professions,1,3.18,,,,,,,,,
a013900001c2j0Q,Female,0,0,0,1,0,0,60000,6,178,1,John D O'Bryant School Of Mathematics And Science,2018,3.72,4.21,,,,,,Current Scholar,,2019 Fall,2018,,0,0,0,0,0,Northeastern University,241,217,HEALTH PROFESSIONS AND RELATED PROGRAMS.: Alternative and Complementary Medical Support Services.,1,2022,4,2,Public Health.,Health Professions,0,3.33,,,,,,,,,
a013900001c2j24,Female,1,0,0,0,0,0,23228,6,69,1,Pioneer Charter School of Science,2018,3.63,4.06,,39,,,,Current Scholar,,2019 Fall,2018,,0,0,0,0,0,Northeastern University,241,217,COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERVICES.: Computer Science.,1,2023,5,2,Computational Science.,Multi/Interdisciplinary Studies,1,2.48,,,,,,,,,
a013900001c2j3G,Female,1,1,0,0,0,0,14341,4,57,1,Boston Community Leadership Academy,2017,3.5,4.38,3,120,600,,1170,Current Scholar,,2019 Spring,2017,,1,0,1,0,0,Northeastern University,241,217,UNDECLARED.: Undeclared.,0,2022,5,3,Sociology and Anthropology.,Social Sciences,0,2.51,,,,,,,,,
a013900001c2j27,Female,1,0,0,0,0,0,20133,4,80,0t Sure,TechBoston Academy,2018,4,5.15,1,,,,,Current Scholar,,2019 Fall,2018,,0,0,0,0,0,Northeastern University,241,217,COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERVICES.,1,2022 W,3.5,2,Sociology.,Social Sciences,0,2.89,,,,,,,,,
a013900001cUbFt,Female,1,0,0,0,0,0,58607,7,154,0,Somerville High School,2019,3.69,4.12,35,314,,,,Current Scholar,,,2019,2018,1,0,1,0,0,Northeastern University,241,217,,0,,,,,,,,,,,,,,,,
a013900001cB8DK,Female,1,0,0,0,0,0,50050,6,148,0,East Boston High School,2019,4,5,,383,,,,Current Scholar,Summer Academy,2019 Fall,2019,2018,1,1,2,0,0,Northeastern University,241,217,BIOLOGICAL AND BIOMEDICAL SCIENCES.,1,,,,,,,,,,,,,,,,
a013900001Ybduu,Female,1,0,0,0,0,1,43331,3,209,1,King Drew Magnet High School Of Medicine & Science,2017,3.614,3.764,42,340,650,600,1250,Current Scholar,,2019 Fall,2017,,1,0,1,1,0,University of San Francisco,185,216,HEALTH PROFESSIONS AND RELATED PROGRAMS.: Nursing Science.,1,2021,4,5,Nursing Education.,Health Professions,0,3.48,,,,,,,,,
a017000001JTOo8,Male,1,0,0,0,0,0,10000,3,48,0,King Drew Magnet High School Of Medicine & Science,2013,,3.52,,,490,570,1600,Scholar Alumni,,2017 Spring,2013,2013,0,1,1,0,0,University of San Francisco,185,216,SOCIAL SCIENCES.: Political Science and Government.,0,2017,4,7,Politics,Social Sciences,0,3.25,2.85,3.46,,,,,,,
a013900001XRahj,Female,0,1,0,0,0,0,29355,3,141,1,Sherman Oaks Center Enriched Studies,2017,3.4,3.65,72,250,630,580,1210,Current Scholar,,2019 Spring,2017,2017,1,1,2,1,0,University of San Francisco,185,216,BIOLOGICAL AND BIOMEDICAL SCIENCES.: Genetics.,1,2021,4,3,"Biology/Biological Sciences, General.",Biology,1,2.9,,,,,,,,,
a017000001Q8JKk,Female,1,0,0,0,0,0,3470,4,14,1,Bright Star Secondary Charter Academy,2015,,4.21,7,99,560,440,1490,Current Scholar,,2019 Spring,2015,2015,1,1,2,1,0,University of San Francisco,185,216,MATHEMATICS AND STATISTICS.: Mathematics.,1,2019,4,7,Communication and Media Studies.,Communication/Journalism,0,3.07,,,,,,,,,
a013900001WSyXS,Male,0,1,0,0,0,0,24719,4,98,1,Cathedral High School,2016,3.53,3.92,18,190,480,470,1480,Current Scholar,Did Not Renew,2019 Spring,2016,2016,1,1,2,0,0,Ithaca College,237,214,UNDECLARED.: Undeclared.,0,2022,6,3,Theatre/Theater.,Visual and Performing Arts,0,3.27,,,,,,,,,
a017000001JTPEl,Female,1,0,0,0,0,0,125220,6,371,0,King Drew Magnet High School Of Medicine & Science,2014,,3.85,,,500,620,1650,Scholar Alumni,,2017 Fall,2014,2014,1,1,2,0,0,UC Riverside,259,204,BIOLOGICAL AND BIOMEDICAL SCIENCES.: Cell/Cellular and Molecular Biology.,1,2018,4,10,Chicanx Studies,Area Studies,0,2.93,,,,,,,,,
a017000001JTP4J,Male,0,0,1,1,0,0,97879,9,210,0,Carson High School,2012,,3.79,,,660,630,1840,Scholar Alumni,,2016 Spring,2012,,0,0,0,0,0,UC Riverside,259,204,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.: Business Economics",0,2016,4,11,Business Administration,Business,0,3.1,2.53,3.48,3,,,B.A.,,,
a013900001XjQw6,Female,0,1,0,0,0,0,34706,4,138,1,Los Angeles Center Enriched Studies,2018,3.314,3.589,92,224,690,650,1340,Current Scholar,Summer Academy,2019 Spring,2018,2017,1,1,2,0,1,UC Riverside,259,204,COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERVICES.,1,2022,4,1,Computer Science.,Computer Science,1,2.91,,,,,,,,,
a013900001WSyVg,Male,0,1,0,0,0,0,12971,5,44,1,William Howard Taft High School,2016,3.295,3.645,136,482,560,650,1930,Current Scholar,,2019 Fall,2016,2016,1,1,2,0,1,UC Riverside,259,204,ENGINEERING.: Computer Engineering.,1,2020,4,9,Computer Engineering.,Engineering,1,2.84,,,,,,,,,
a017000001QDC4c,Female,0,1,0,0,0,0,20000,6,59,1,California Academy Of Mathematics And Science,2015,,3.81,N/A,161,490,460,1410,Scholar Alumni,,2019 Spring,2015,2015,1,1,2,0,0,UC Riverside,259,204,SOCIAL SCIENCES.: Sociology.,0,2019,4,9,"Education, society, and human development with a concentration in social justice, policy, and community leadership",Family and Consumer Sciences,0,3.37,,,,,,B.A.,No Student Loans,,
a017000001P6W5f,Female,0,0,0,1,0,0,73143,4,291,0,California Academy Of Mathematics And Science,2014,,3.76,,,590,490,1630,Scholar Alumni,Did Not Renew,2018 Fall,2014,,1,0,1,0,0,UC Riverside,259,204,HEALTH PROFESSIONS AND RELATED PROGRAMS.: Pre-Medicine/Pre-Medical Studies.,1,2018,4,8,Psychology,Psychology,0,2.8,3.557,,,,,B.A.,No Student Loans,,
a017000001JTOnB,Male,1,0,0,0,0,0,0,5,0,1,Crenshaw High School,2012,,3.5,,,520,440,1480,Current Scholar,Break/Suspension,2018 Fall,2012,2012,0,1,1,0,0,UC Riverside,259,204,PSYCHOLOGY.: Clinical Psychology.,0,2019 W,6.5,13,Public Policy Analysis.,Public Administration and Social Services,0,3,2.943,2.451,2.1,,,,,,
a017000001Q8JG9,Female,1,0,0,0,0,0,15367,3,74,1,Gertz Ressler High School,2015,,3.76,7,108,470,440,1430,Current Scholar,,2019 Spring,2015,2015,0,1,1,0,0,UC Riverside,259,204,UNDECLARED.: Undeclared.,0,2019,4,9,Political Science,Social Sciences,0,3.27,,,,,,,,,
a017000001JTPAc,Female,1,0,0,0,0,0,,4,0,0,St. Mary's Academy,2013,,4,,,530,640,1680,Scholar Alumni,,,2013,,0,0,0,0,0,Gustavus Adolphus College,198,198,ENGINEERING.: Biomedical/Medical Engineering.,1,2017,4,0,Molecular Biology,Biology,1,3.04,,0,,,,B.A.,,,
a017000001Q7P5g,Female,0,1,0,0,0,0,27137,4,108,1,St. Mary's Academy,2015,,4.15,,,460,550,1550,Scholar Alumni,,2019 Spring,2015,2015,1,1,2,0,0,UC Santa Cruz,210,185,SOCIAL SCIENCES.: Political Science and Government.,0,2019,4,9,"Politics , Latin American and Latino Studies",Area Studies,0,3.57,,,,,,B.A.,"10,000-19,999",,
a017000001JTOnq,Male,1,0,0,0,0,0,43164,4,172,1,John Marshall High School,2013,,4.33,,,500,520,1570,Scholar Alumni,,2018 Spring,2013,2013,0,1,1,0,0,UC Santa Cruz,210,185,COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERVICES.: Computer Science.,1,2018,5,14,Economics,Business,0,3.67,3.9,3.57,,,,B.S.,"More than 30,000",,
a017000001JTPEn,Female,0,1,0,0,0,0,9149,4,36,1,Middle College High School,2014,,3.56,,,430,400,1320,Scholar Alumni,,2015 Spring,2014,2014,1,1,2,0,0,UC Santa Cruz,210,185,UNDECLARED.: Undeclared.,0,2018,4,10,Technology and Information Management,Business,0,3.52,3.46,,,,,,,,
a013900001WSyFN,Male,0,1,0,0,0,0,30627,2,186,1,Gertz Ressler High School,2016,3.3,3.63,14,121,570,490,1620,Current Scholar,,2019 Spring,2016,2016,0,1,1,0,0,UC Santa Cruz,210,185,SOCIAL SCIENCES.: Political Science and Government.,0,2020,4,6,Data Processing and Data Processing Technology/Technician.,Computer Science,1,2.6,,,,,,,,,
a013900001WSyV2,Male,0,1,0,0,1,0,40582,6,120,1,Bright Star Secondary Charter Academy,2016,3.44,3.82,10,117,620,660,1880,Current Scholar,,2019 Fall,2016,,1,0,1,0,0,UC Santa Cruz,210,185,ENGINEERING.: Engineering.,1,2021,5,11,Computer Engineering,Engineering,1,2.72,,,,,,,,,
a013900001YJKNT,Male,0,1,0,0,0,0,10088,3,49,1,Franscisco Bravo Medical  Magnet High School,2018,3.516,3.716,33,419,560,610,1170,Current Scholar,Summer Academy,2019 Fall,2018,2017,1,1,2,0,0,UC Santa Cruz,210,185,HISTORY.,0,2022,4,2,History.,History,0,3.6,,,,,,,,,
a017000001JTPEO,Female,0,1,0,0,0,0,10000,3,48,1,Animo Leadership Charter Hs,2013,,3.2,,,400,340,1100,Current Scholar,Did Not Renew,2018 Spring,2013,2013,1,1,2,0,0,UC Santa Cruz,210,185,"AREA, ETHNIC, CULTURAL, GENDER, AND GROUP STUDIES.: Women's Studies.",0,2019,6,15,Legal studies; Politicls,Legal Professions,0,2.29,2.66,3,,,,,,,
a013900001WSyRF,Female,0,1,0,0,0,0,11891,4,47,1,Granada Hills High School,2016,3.8,4.417,,,670,600,1870,Current Scholar,,2019 Fall,2016,2016,0,1,1,0,0,UC Santa Cruz,210,185,"BIOLOGICAL AND BIOMEDICAL SCIENCES.: Physiology, Pathology and Related Sciences.",1,2020,4,7,Computational and Applied Mathematics.,Math and Stats,1,3.68,,,,,,,,,
a017000001JTOns,Female,1,0,0,0,0,0,62351,2,379,0,Bishop Montgomery High School,2013,,4.18,,,490,600,1620,Scholar Alumni,,2016 Spring,2013,2013,0,1,1,0,0,UC Santa Cruz,210,185,"BIOLOGICAL AND BIOMEDICAL SCIENCES.: Biology/Biological Sciences, General.",1,2018,5,15,Biology,Multi/Interdisciplinary Studies,1,2.79,3,2.66,,,,B.A.,"20,000-29,999",,
a013900001XRagg,Female,0,1,0,0,0,0,38286,4,153,1,Middle College High School,2017,3.304,3.454,33,96,540,530,1070,Current Scholar,,2019 Fall,2017,2017,1,1,2,0,0,UC Santa Cruz,210,185,ENGINEERING TECHNOLOGIES AND ENGINEERING-RELATED FIELDS.: Civil Engineering Technologies/Technicians.,1,2021,4,4,Economics.,Social Sciences,0,2.68,,,,,,,,,
a013900001WSyBL,Female,1,0,0,0,0,0,0,2,0,1,View Park Prepatory Accelerated Charter High School,2016,3.27,3.35,,,510,470,1490,Current Scholar,,2019 Fall,2016,,1,0,1,0,0,UC Santa Cruz,210,185,HEALTH PROFESSIONS AND RELATED PROGRAMS.: Pharmaceutical Sciences.,1,2020,4,8,"Arts, Entertainment,and Media Management.",Visual and Performing Arts,0,3.28,,,,,,,,,
a013900001c2j6Z,Female,0,1,0,0,0,0,28000,5,95,1,Brookline High,2014,,0,,,470,500,1440,Scholar Alumni,,2017 Fall 2017 Fall,2014,2014,0,1,1,0,0,"University of Massachusetts, Amherst",226,183,,0,2018,4,3,"Psychology, ,",Psychology,0,3.08,,,,,,,,,
a013900001c98Il,Female,0,0,1,1,0,0,55592,4,221,1,Somerville High School,2019,3.82,4.2,27,341,,,,Current Scholar,,2019 Fall,2019,2018,1,0,1,0,0,"University of Massachusetts, Amherst",226,183,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.",0,,,,,,,,,,,,,,,,
a017000001JTP4X,Female,1,0,0,0,0,0,106373,5,362,0,John Marshall High School,2012,,3.1,,,470,570,1630,Scholar Alumni,,2016 Spring,2012,,0,0,0,0,0,Marquette University,173,175,ENGLISH LANGUAGE AND LITERATURE/LETTERS.: English Language and Literature.,0,2016,4,8,Writing Intensive English,English,0,2.5,2.063,2.213,2.25,,,B.A.,"More than 30,000","Employed, part-time",Eventually
a013900001XRafq,Female,0,0,0,1,0,0,21351,2,130,1,Academy of Medical Arts at Carson Complex High School,2017,3.711,3.836,19,119,630,620,1250,Current Scholar,,2019 Spring,2017,,1,0,1,0,0,Hobart and William Smith Colleges,172,173,"BIOLOGICAL AND BIOMEDICAL SCIENCES.: Biology/Biological Sciences, General.",1,2021,4,3,Computer Science.,Computer Science,1,2.43,,,,,,,,,
a017000001JTP4m,Male,1,0,0,0,0,0,7200,4,29,0,Verbum Dei High School,2012,,3.46,,,550,510,1580,Scholar Alumni,,,2012,,0,0,0,0,0,Texas Christian University,188,170,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.: Business Economics",0,2017,5,10,English: Writing Concentration,English,0,3.95,3.83,,,,,B.S.,,,
